,bulk_sample_1,scRNA_sample_1
Spata22,0,0
mt-Nd3,2,0
Furin,143,44
Bcas1,6,0
Gm8428,0,0
4930511M06Rik,0,0
Gap43,4,0
Tmem150b,3,6
Mir485,0,0
Fkbp10,3,3
Atp1b1,211,1025
Stxbp4,14,19
Snord35b,0,52
Gm14558,0,0
Gm13316,0,0
Olfr1294,0,0
Ppp6r2,34,9
Gm16581,3,0
Cep63,73,47
Olfr1043,0,0
Limd1,108,109
Gm15577,1,1
Tlr7,1,6
Xrcc4,19,19
4930430O22Rik,0,0
Gzma,3,6
Wnt3a,2,0
Mup11,0,0
Gm8224,0,0
Kcnb2,3,1
Gm15397,0,0
Gm12066,0,0
Osmr,51,5
Gm11586,0,0
Gm14086,0,0
Serf1,10,33
Fpgs,12,0
Trim43b,2,0
AF357428,0,0
Sox17,1,0
Gm8805,0,4
Lcn6,7,0
Zbp1,70,54
Brdt,4,2
Fam110c,3,8
Dhx35,18,7
4930452B06Rik,17,43
Ncs1,16,10
Gm8534,0,0
Gm17168,0,0
Crlf2,11,9
Lamp2,293,79
Gm12895,0,0
Ift52,44,64
Vmn1r45,0,0
Gm4971,0,0
Vmn1r118,0,0
Maz,126,10
Hspb9,1,0
Mir130b,0,0
Arf5,84,328
Cdk13,98,72
Kat2b,30,28
Jakmip3,7,0
Gm3191,0,0
BC023719,0,0
Gm12451,0,0
Ovca2,4,2
Eci1,48,69
Plcl2,46,23
Olfr957,0,0
Gsn,134,135
Trim72,1,0
Olfr19,0,0
Gm17590,0,10
n-R5s79,0,0
Gm11888,0,0
Gm11814,2,3
Olfr981,0,0
Mrpl13,74,45
Zbtb1,22,9
Gm11966,4,7
Nod1,2,5
Usp48,114,42
Gm11882,0,0
Ighv14-3,0,0
Mir1298,0,0
4930584F24Rik,0,0
Gm5766,0,0
Ndufc2,169,327
Gm12564,0,0
Cd180,3,132
Slc15a3,123,44
mt-Te,1,0
Taf1,62,55
Adam19,108,0
3830417A13Rik,3,0
Prmt1,88,18
Trim3,20,10
Cys1,1,0
Arhgap39,27,17
Gng2,20,22
Eml6,45,68
Vmn1r78,0,0
Gm17044,0,0
Mak16,17,15
Vmn2r-ps104,0,0
Olfr105-ps,1,0
Cldn15,3,0
n-R5s15,0,0
Gm20392,2,0
Gm7664,1,0
Krt26,2,0
Gm13813,0,0
Sebox,2,0
Exosc1,16,16
Gm12940,10,37
Ucp2,127,172
Zswim5,7,0
Igkv15-103,0,0
Olfr1012,0,0
Gimap4,4,7
Gm10086,0,32
Zfp459,4,0
H2-M1,5,0
Otud4,105,41
Gm13889,6,0
Serpina3h,12,3
n-R5s162,0,3
Gm3149,0,0
Cartpt,5,0
Gm12774,0,0
Rps12-ps5,0,3
Gm11395,0,0
Tc2n,6,3
Gm12815,0,0
Gm16499,0,0
Defb2,0,0
Tnrc6b,114,158
Gm14847,0,0
Top3b,80,34
Gm15124,0,0
Slc7a7,115,35
Gm9550,0,0
Gm15723,0,0
Gm16178,0,0
Fbxw22,1,0
Stil,16,0
Gm15559,1,0
1700018F24Rik,0,0
Gm13595,0,0
Gm14986,0,0
2310079G19Rik,0,0
Zfp944,7,7
Stxbp1,97,26
Gm13667,0,0
Olfr564,0,0
Unc5cl,4,0
Neurod2,12,0
Gm13021,0,0
Gm10964,0,0
Gm13608,0,0
Olfr978,0,0
Odf3l1,5,0
Fam83f,51,54
Mettl7b,3,0
Gem,239,14
Map2k1,106,45
9030407P20Rik,2,5
Bicd2,87,55
Sirpa,28,15
Gm11658,1,0
Vmn1r6,0,0
Gm11523,0,0
Amacr,8,0
Gm5759,0,0
Gm9013,0,0
Pcolce2,8,112
Tdpoz2,2,0
Evi5,25,9
Clec5a,5,0
D130017N08Rik,5,14
Gm15557,0,0
Snrnp48,34,55
Myo18a,336,91
9630001P10Rik,0,0
Gm3695,0,0
Exosc8,26,31
Adra2a,11,50
Mir1970,0,0
H6pd,23,1
Acrbp,3,13
Efemp2,3,7
Rpl7a-ps13,0,0
Olfr1094,0,0
Gm16204,0,0
Havcr1,8,5
Dscc1,6,0
A430072P03Rik,0,0
Ppp1r3c,3,0
Gm11692,0,0
Leprot,60,187
Igkv6-23,0,0
Rpusd4,14,19
Gpt2,37,74
Bsn,9,5
A530040E14Rik,1,7
Lsm4,66,73
Hadhb,29,28
Vmn2r19,0,0
Olfr1387,0,0
Emx2os,1,0
Afp,10,13
Samd10,26,70
Wdr81,30,23
Gm7707,0,0
Vmn1r53,0,0
Gprc5a,8,12
Npm1,219,77
Arl5b,65,5
Igdcc3,2,31
Gm12299,2,0
Cpsf3,68,101
Gm6746,0,2
Gm18200,0,0
Tmem132d,3,2
Olfr1535,0,0
Golt1a,0,8
Gm13849,0,0
Slc6a2,9,0
Mex3d,15,4
Ppp2ca,205,148
Dab2,6,1
Lipc,18,177
Dhx8,51,50
6330403L08Rik,17,2
Med31,13,16
Gm11747,0,0
Smr2,0,0
Tmem30c,0,1
Gbx1,4,0
Hrnr,20,0
Gpr88,8,0
Gm7367,4,0
Gm12485,0,0
4933421O10Rik,8,30
Gm20414,0,0
Gm8832,0,0
5730460C07Rik,8,0
4933411G06Rik,0,0
Gm14848,0,0
Olfr135,0,0
Trpm8,10,0
Dnase1l1,12,11
Nap1l4,152,129
Sp9,0,0
Wdr18,40,23
Tspyl2,24,31
Il17rb,15,127
Mocs3,12,3
Eif2s3x,59,15
Gm13962,0,0
Gm5843,0,0
Gm9945,0,0
Gaa,173,52
Axin2,29,6
n-R5s205,0,0
Olfr65,0,0
Cyp4b1,2,0
Mep1b,22,0
Cyb5r3,120,274
Abcb5,3,0
Hpse,5,0
Cttnbp2,13,35
Ugt2b34,7,0
Gpnmb,20,0
Pxt1,0,0
Cdc42bpb,134,73
Asb12,0,0
Top1,103,150
Bysl,28,4
Gm4211,0,0
Pcsk5,36,21
Gm15244,0,0
Ccl6,15,27
Slc46a3,6,17
Adamts14,21,0
Mzf1,3,0
Mcam,6,0
Gm16437,3,9
Gm9789,0,0
Klkb1,1,0
Gm15016,0,0
Proca1,1,0
Npy5r,1,0
Nudt3,64,121
Olfr810,0,0
Gm7942,0,0
Tufm,36,50
Mir26b,0,0
Gm17555,0,0
Suv39h2,14,9
Gm13662,0,0
Gm12854,4,16
Npdc1,75,160
Gm6776,0,0
Hyou1,448,116
Gfra1,13,0
Gm13413,0,0
Fam120c,17,0
Optn,15,14
Serpinb6b,134,29
Gm15520,0,0
Cryge,1,0
Magea7-ps,0,0
Topors,49,58
Klrc1,0,0
Olfr368,0,0
Gm11712,0,0
Gm8292,6,58
Mrpl52,43,226
Asna1,63,72
Spaca5,0,0
Gm14795,0,0
1700092C02Rik,0,0
Scamp2,179,250
n-R5s210,0,0
Gm11590,0,0
Hamp2,4,124
Gm14858,0,0
Gm16199,0,0
Olfr1307,0,0
Gm13092,3,43
Pkp1,380,88
Tnfsf18,1,0
Ski,88,27
Gm13370,1,0
Kcnn4,11,35
Rpl9-ps1,0,0
Ppp2r5b,26,12
Dtx2,111,27
Gm12092,0,0
Slc10a1,2,0
Cep57l1,14,13
Gm14391,0,0
Gm11841,0,0
Gm11845,0,0
Best3,1,0
Slfn4,6,0
Blmh,67,83
BC016548,0,0
Ablim1,195,104
Fastkd1,13,11
Gm11432,0,0
4932414J04Rik,0,0
Gm15132,0,0
Rp9,25,118
Gm904,0,0
Sfrp5,19,0
Lyl1,2,3
Igfbp7,6,17
Gm6557,0,0
Rpl3-ps2,1,11
2900097C17Rik,33,4
Gnaq,42,17
4930538E20Rik,0,0
D030047H15Rik,0,5
Snx22,4,7
Sp7,7,0
Olfr197,0,0
Manf,181,115
4930519G04Rik,1,0
Bhlhe22,4,0
Glp2r,16,0
Kcnk5,17,4
Zfp53,7,2
Olfr292,0,0
Gm13440,0,0
Serpine2,22,0
Tff1,10,0
Gm16301,0,0
Gm9812,0,13
Mir92-1,0,0
Glyatl3,2,0
Nudcd3,69,128
Olfr128,0,0
Hook1,123,11
Ntf5,8,20
Zfp84,28,39
Elf5,12,0
Gm7211,0,0
Clcc1,24,29
Gm12153,0,3
Fetub,14,71
Entpd6,29,8
Ccni,102,116
Gm14126,0,0
Scd3,19,0
Gm4773,0,0
Gm3053,0,0
Des,93,17
Vmn1r177,0,0
Gm12771,0,0
Mical3,114,113
Gm14541,0,2
Surf4,449,87
Zscan20,13,1
Gm7580,0,0
Zfp873,4,2
Crisp3,6,3
Snrnp27,34,126
Lpl,64,67
Apln,18,5
Gm11307,0,0
Exosc9,29,23
Gm7150,0,0
Kcnk12,1,2
Wars2,19,12
Mon1a,31,27
Gm14993,0,0
Ikbkg,52,5
Tnfsf4,6,0
Rlbp1,12,0
Gm16415,0,0
Ndst2,41,10
Tmem151b,88,0
Mccc2,58,36
Ly75,103,18
Nrip2,5,0
Cdk5r2,8,2
Zcchc4,14,18
Klrb1c,0,0
Cd160,1,3
Tmem175,21,32
Mag,10,33
Nbea,93,42
Clec7a,13,6
Vmn1r-ps34,0,0
Gm16185,2,0
2010300C02Rik,17,15
Iglon5,33,0
Sdc2,25,9
Kcnk16,20,0
Gm11762,1,0
Trbj2-2,0,0
Gm10229,0,0
Ndel1,63,46
Plekhh3,22,13
Mcrs1,39,27
Prrt2,0,9
Vmn2r90,0,0
Gm13874,0,0
Slc25a12,44,67
Gm2178,0,0
B430203G13Rik,0,0
Spats2l,49,49
Tpm3-rs7,28,83
n-R5s23,0,0
Pck1,103,0
Neurog2,2,0
Gm11760,0,1
Tmem30b,53,18
4930467E23Rik,0,0
Acot2,5,13
Mast4,112,56
Arl4a,40,21
Trbj1-6,0,0
Mir669l,0,0
Pole2,3,1
Pik3cb,42,10
Gm15407,0,0
Gm16351,0,0
Fem1c,55,11
Ephb1,4,1
Gm14685,0,0
Zfp951,2,0
Gm14579,0,0
Abcb4,2,0
Snora44,0,0
Gm12440,0,0
Endog,4,33
Noto,4,0
Nol11,34,15
Cyb5r2,2,0
Klb,2,0
Btc,8,10
Gm13401,0,0
Gorab,8,0
Nudt16l1,24,62
Traj59,0,0
Ighv8-14,0,0
Pygo1,4,12
Gm10698,9,29
Slc29a1,62,16
Surf1,34,123
Gipc2,27,34
Ghsr,14,0
Eaf2,6,0
Bdh2,3,2
Sertad4,7,4
Irs3,1,0
Gm5257,0,1
Enam,6,0
Gm14601,0,0
4930596D02Rik,0,0
Cox16,7,85
Gm13574,0,0
Trim32,10,0
Rhod,7,0
Chst3,18,0
Gm15314,0,0
Vmn2r-ps106,0,0
Olfr1427,0,0
Camk1d,16,77
Mas1,10,0
Gm12225,0,0
Gm12354,0,0
n-R5s134,0,0
Irgm2,24,25
Gm3584,0,0
Gm6645,0,2
Gm7420,0,0
Col5a2,92,0
Gm12266,0,0
4930417O22Rik,0,0
Ano10,23,366
Rps13,130,5
Aspg,24,0
Gm11401,2,17
Gm13323,0,0
Ncapd3,40,44
Tef,72,61
Lsm3,13,23
Gm6563,11,14
Arhgef2,128,246
4930471M09Rik,3,0
Gm15213,0,0
Ebp,30,59
Gm14907,0,0
Pde8a,7,12
Ly6d,88,201
Gm16200,0,4
Gm3091,0,0
1700047A11Rik,0,0
Serpina3a,3,0
Gm11236,0,0
A230065N10Rik,0,0
Slain2,79,55
Hif1an,69,17
Gm15783,0,0
Ighv1-9,1,0
Olfr449,0,0
Gm11536,0,0
Msh5,14,14
Smarca5-ps,2,0
Slc16a6,63,64
Ifi205,22,0
Gm7058,0,0
Gm14749,0,0
Zfp120,15,3
Ccdc162,26,1
Fgf11,5,12
Rrp7a,77,45
Gm7293,0,2
Hspa1b,399,330
Rnf14,137,33
Vipr2,6,0
4930432E11Rik,1,0
Drp2,28,0
Aldoart2,2,0
Olfr417,0,0
Tcte3,0,0
Tas2r116,0,0
Olfr1281,0,0
Faf1,75,112
Grip2,12,2
Slc9a6,23,0
Guca2b,8,0
Hpdl,1,0
Igkj2,0,0
Gm12090,0,2
Mir298,0,0
Tysnd1,22,7
Gm13045,0,0
Nbas,89,64
Arhgef17,78,59
Palmd,1,0
Slc25a35,46,48
AW495222,2,0
Wdr78,8,5
4932431P20Rik,1,0
Gm6189,0,0
Gm14660,0,0
Gm11084,0,0
Cbx4,93,104
Gm8839,0,0
Gm13555,0,0
Gm15810,0,0
Mlycd,25,100
Ugt2b35,1,0
Igkv1-99,0,0
Krt74,1,0
Tbx4,4,0
F830045P16Rik,4,0
Fgf18,2,4
Krtap4-9,0,0
Slc25a3,366,432
Hyal2,19,24
Olfr1462,0,0
Olfr116,0,0
Gm13657,0,0
Cxcl13,39,25
AI597479,21,15
1700012P22Rik,1,2
Mstn,19,0
Gmppb,52,16
4930528P14Rik,0,0
Tbx19,4,0
Gm12423,0,0
Gm6088,1,1
Hpd,6,0
Arl2bp,61,32
Srebf2,295,31
Myh7b,27,0
Gm11379,0,0
Gm13801,0,0
Gm8300,1,0
mt-Co1,2849,0
Gm15225,0,0
Fbxl14,35,28
Nek5,2,8
Snora34,0,0
Gm5830,1,2
Akirin2,53,98
Tsen34,22,41
Mir470,0,0
A330040F15Rik,0,0
9030204H09Rik,0,0
Gm16523,0,0
Gm13571,3,3
Gm11464,0,0
Gh,14,1
F930017D23Rik,0,0
Fam189a1,25,0
Gm6020,0,0
Lrmp,16,2809
Ptcd2,19,20
Ccdc134,30,6
Gm12580,0,0
Cnpy4,19,37
Gm14666,0,0
Ppp2r5d,59,38
Mfsd10,28,14
Cdc14a,23,12
Ndufb8,50,288
Gm11505,0,0
Prm3,0,0
A830018L16Rik,8,14
Fgf15,6,0
Mrgprd,2,0
Gm11020,0,0
Rtn4r,14,4
Serpina11,5,0
Net1,169,84
Ecscr,16,8
Zfp385b,3,5
Kif4-ps,0,0
Pcmtd2,32,13
Gm12855,0,0
4930440I19Rik,0,0
Zfand2b,26,30
Gm15889,2,0
Tnk1,35,10
Trappc8,88,10
Hgfac,7,80
Lrfn2,14,0
Gm14149,0,0
Ift80,28,27
Pdcd1lg2,46,17
Irx5,1,0
Slit2,7,70
Tsc22d1,449,386
BC023105,5,0
Gm5397,0,0
Taf7,32,12
Nsun7,9,12
Arhgap6,3,0
Fam185a,13,5
Vmn1r73,0,0
Gpr180,18,6
Rfx8,1,0
Gramd1a,68,45
Lnx1,16,0
Ap1g1,99,25
Marcksl1,856,265
Aig1,17,38
Gm7546,0,0
Tmem181b-ps,8,0
Thoc2,68,18
Gm16423,0,0
Igf1,153,48
Gtf2ird1,39,19
Gm13320,0,0
Gm13811,0,0
Ppp1r10,116,133
Gm12192,0,0
Gm20409,0,0
Clec1a,1,0
Igkv14-130,0,0
0610005C13Rik,4,0
Lonrf3,13,6
Gdi2,171,70
Creb1,75,117
Abr,231,196
Sec16a,181,65
Olfr1496,0,0
Mir33,0,0
Rad51c,3,1
Chrna9,7,0
Rybp,24,37
Gm11343,0,0
Cux1,58,83
Pogz,54,21
Elovl3,2,0
Vmn1r59,0,0
Hnrnpc,164,245
Dusp27,11,0
Rarb,1,0
Galnt1,85,59
2310022B05Rik,121,43
Ovol2,4,2
Fasl,0,0
Npat,31,11
Gm4673,18,3
Olfr866,0,0
Foxd3,27,0
Zfp692,16,25
Ttc5,30,11
Gm13832,0,0
Gm12764,0,0
Spon2,4,2
Elfn1,9,0
Nppc,13,4
Lor,29,0
Gm4978,0,0
Ywhaq,54,118
Gm10390,0,0
Gm15176,0,0
Gm454,0,0
Nupl1,0,7
St3gal1,50,4
Btbd17,7,0
Smyd5,33,5
Ugt2a1,0,0
Gm15935,0,0
Gm17376,0,0
Gm13814,1,0
Syp,11,4
Siglec1,29,0
Psapl1,12,8
Gm13283,0,0
Dact2,62,2
Gm2930,0,0
Eed,46,11
Tnfrsf9,98,16
Pim2,24,26
Gm14655,0,0
Tnfsf8,6,0
Dnmt3l,173,1
4930511A02Rik,0,0
9230009I02Rik,0,0
Hoxa1,0,0
Bbs5,5,2
Gm8098,0,0
Asxl1,83,40
Tmem69,5,0
Gm15970,0,0
AI507597,0,0
Olfr703,0,0
Gm14804,0,0
6720483E21Rik,0,0
Gm11192,0,0
E4f1,23,40
Slc6a9,9,0
2810004N23Rik,21,42
Rasgrp2,5,1
Tnfrsf12a,19,4
Gm15318,1,0
Gm16315,0,0
Gm11544,4,0
Rab3b,11,48
Vmn2r-ps49,0,0
Il22ra1,2,0
Chmp7,45,0
Ehbp1l1,21,27
Gm6712,1,3
Ptrh1,13,0
Bambi-ps1,5,0
Fcgrt,11,8
Oasl2,391,119
Gm16321,0,0
Gm14278,0,0
Serpinf2,1,0
Rps19-ps2,0,0
Tslp,8,0
Lypd2,42,29
Gm8908,0,0
Gm8692,2,41
Gm6525,0,0
Olfr1033,1,0
Chst13,2,0
Zfp791,3,0
Epha8,20,0
Mapk14,59,42
Snta1,2,3
Coro1c,43,52
Mir181c,0,0
Itgae,7,9
Gm9913,0,0
Bend7,6,79
Zfp449,2,0
Arpc2,148,447
Gm14159,0,0
Nrarp,5,12
Nkx2-3,1,0
Araf,147,102
6030498E09Rik,0,0
Frat2,6,7
Ttc27,19,17
9530002B09Rik,0,0
Vmn1r126,0,0
Olfr1384,0,0
Higd2a,25,201
Vmn1r222,0,0
Gm13288,0,0
Prpf4b,108,130
Gm9075,0,0
Kiss1,0,3
Gm5764,0,0
Rwdd2b,15,13
Olfr1446,0,0
Adra1d,1,0
Rprm,51,20
Cpne2,141,1
Gm14328,16,12
Taf5l,27,11
Gm5582,0,0
Calml3,26,18
Gm13108,0,0
Ino80e,30,63
Cyp4x1,2,0
Gm15690,0,0
Gm15747,0,0
Snord88c,0,0
Slc6a3,13,0
Zfp282,35,24
Gm11820,0,0
Slc26a7,5,0
Dbx2,6,4
Zfp934,1,0
Tuba8,14,5
Mup-ps14,0,0
Parm1,695,181
Egr2,23,23
Gm12466,0,6
Rtp2,0,0
Lpar5,1,3
Gm8837,0,0
Zfp182,15,13
Akap8,93,51
Fam32a,92,163
Olfr1445,0,0
Gm14846,0,0
Fstl5,8,0
Gm15148,6,7
Napepld,3,56
Rpl15,54,5
Scd1,278,121
Tram1,57,59
Gm11007,0,0
Gm16310,0,0
Gm12892,1,0
Gm364,2,0
Morf4l1,107,210
A630073D07Rik,0,178
Vamp7-ps,0,8
Gm11774,0,0
Olfr1077-ps1,0,0
Llgl1,52,24
Dmap1,24,44
Amdhd2,19,49
Dffa,20,29
Prelid1,97,189
3830406C13Rik,30,27
Gpr183,12,2
Gm14770,0,0
Gm16675,2,0
Gm10849,0,0
Folr2,1,0
Arnt2,156,26
Gps1,37,27
Mir1249,0,0
Alms1-ps2,1,0
Spire2,11,114
Gm9119,0,0
Gm15762,0,0
Spink11,0,0
Nbr1,160,61
Gm14906,0,0
Gm12243,1,0
Gm10845,1,0
Cercam,12,8
Mir466j,0,0
Olfr596,0,0
Zfp940,3,0
Rhox2c,0,0
Chn1,11,24
Gm3468,1,0
Gm12711,0,0
Gm11840,0,0
Tha1,11,11
Mab21l3,10,8
mt-Tp,5,0
Gm10197,0,0
Dhx32,48,62
Jph4,25,0
Frg1,27,118
Gm5460,2,0
Snhg12,37,11
Rnf44,126,35
Ppp1r3g,1,0
Efna3,2,0
Zfp142,41,24
4930596I21Rik,0,0
B4galnt1,234,119
Vmn1r113,0,0
Klk8,7,6
Speg,48,14
Mndal,49,8
Oas1d,30,0
Gm15400,0,11
Gm10451,3,4
Gm14266,0,0
Adnp2,32,5
Ch25h,6,0
Ctdspl,10,11
Mir667,0,0
F8a,13,42
Olfr269-ps1,0,0
Tm7sf3,64,45
n-R5s64,0,0
Kifc2,13,33
Ggt7,5,0
Sec1,21,9
Gm15344,7,232
Gm11482,0,0
Ogfod2,20,21
Gm13617,0,0
Pzp,3,0
Olfr17,0,0
Gm12676,0,1
Gm2866,0,0
Tomm6,0,0
Gm13404,0,0
Angptl3,3,26
Helt,1,0
Ccdc125,3,4
Gm9045,0,0
Vmn2r81,0,0
Gm11584,0,0
Carf,6,4
4930447A16Rik,0,0
Pkdcc,406,22
1700092E19Rik,0,0
Zbtb9,0,0
Metrnl,53,36
Ms4a4d,0,0
Gm12990,0,1
Tmem17,8,3
Camkk1,7,17
Ccdc38,5,0
B4galt5,42,195
1700022N22Rik,0,0
Klra4,0,0
Klra10,0,0
Gm15948,0,0
Tlr12,15,9
Vmn1r158,0,0
Cyp20a1,13,37
Mars2,10,0
Ddx41,32,65
Dchs1,6,0
Tnfsf11,4,0
Spin1,54,25
Gm13356,0,0
Gm13185,0,0
Flot1,46,48
Lrrc32,5,0
Klk13,19,0
Il1f6,6,0
Fbxl13,1,0
Hoxa9,3,0
Gm15242,0,0
Ceacam18,53,1
Gm14975,0,0
Trbv19,0,0
Phf3,88,139
Cnksr3,16,2
BC050972,1,0
Gm3150,0,11
Capn10,29,18
Snap29,47,28
Pla2g2c,2,0
Hormad2,1,0
Mir1899,0,0
Gm17391,0,0
Myoc,39,0
Sphkap,11,0
Nusap1,30,0
Mir544,0,0
Ube2w,25,5
Rpn2,323,110
Lamp1,283,309
4933403O08Rik,1,0
C87499,1,0
Cilp,174,2
Gm17604,0,0
Gm13291,0,0
Pcnt,86,67
Gm15093,0,0
Pja1,52,31
Tspan1,29,412
AW146154,10,2
a,2,4
Gm10805,0,0
Gm12321,0,0
Olfr379-ps1,0,0
Krt36,9,0
Zfp710,88,40
Zfp960,1,0
Lactbl1,1,0
Rnase12,1,0
Gm14591,0,0
Olfr1381,0,0
Cacna1e,44,5
Gm8050,0,0
Bmp10,3,0
Naa15,86,36
Kif3a,46,96
Wdr36,44,15
Tubb2b,78,45
Tmem202,1,0
Ppp4r1l-ps,28,10
Rnf145,134,14
Gm14381,0,0
Pten,121,22
Klrg1,9,0
Gm5771,4,0
Mir467e,0,0
Olfr714,0,0
Mir338,0,0
Runx1,12,229
Gm8289,0,0
Zfp455,1,0
Gm16440,0,0
Gm13112,1,0
Olfr811,0,0
Gm9027,0,2
Gm3618,0,0
Gm5924,0,0
Psph,14,4
Slc22a13b,2,0
Mbd3,85,85
Gsg1l,6,32
Sv2c,14,3
Gm4840,8,0
Ctsz,474,108
Vmn1r80,0,0
Olfr1213,0,0
Sys1,25,167
Olfr328,2,0
Olfr173,0,0
Dvl3,71,0
Gm15169,2,0
Magea2,0,0
Mir466b-7,0,0
Gm13936,0,0
4933407K13Rik,4,9
Anxa9,7,0
Gm15056,7,0
Ccdc88b,188,84
Gm14869,0,0
Gm12473,0,0
Srpk3,1,0
Ubap1,50,30
Gm10748,0,0
Caln1,3,0
Olfr835,0,0
Gm12397,3,0
8430436N08Rik,0,0
1700010K24Rik,0,0
Slc6a4,217,18
Gm12287,0,0
Sox14,0,0
Ddn,3,0
Slc2a8,12,22
Gm14754,0,0
Gm10053,5,14
Cdc42bpa,41,72
Fbxw8,60,26
Snord16a,0,0
Gm5938,0,0
Dnajc13,182,48
Ctrb1,60,11
Cobll1,22,19
Emd,75,70
Gm10320,5,29
4931406B18Rik,3,0
Eif4e3,30,41
Snora68,0,22
Crygf,0,0
Ubr2,136,78
Gm16296,0,0
Dcaf4,17,19
Gas8,19,6
Ang6,0,0
Fam171b,44,4
Gm16151,0,0
Slc16a3,29,44
Gm13876,0,0
Il9r,89,10
Gm14963,2,0
Gm15743,1,0
Gm12271,0,0
Gm12845,3,0
Trib2,15,45
Rspo1,7,0
Akap9,183,172
Htr6,1,32
Thap2,26,21
Gm8813,0,0
Kcnc3,12,3
Thoc7,24,74
Lrch4,1,122
Epn3,18,4
Zdhhc23,16,1
S1pr4,1,0
Zfp536,2,0
Pdgfc,3,0
H3f3b,975,894
Gm12167,0,0
Gm13750,0,0
Gm14643,0,0
Gm11764,0,0
Dram1,53,20
Cdk8,53,33
Olfr937,0,0
Mir1893,0,1
Arfgef1,211,87
Setd1a,26,15
2610307P16Rik,6,7
Per3,16,30
Rhox3a,0,0
5730412P04Rik,1,0
Bco2,1,0
Fam183b,3,0
Rbm43,25,8
Olfr637-ps1,0,0
Exo1,10,0
Gm16577,0,0
1110004F10Rik,50,139
Gm10182,0,0
Mrps33,7,20
Olfr1292-ps1,0,0
Mid1ip1,17,48
Gm10785,1,0
Gpr68,36,3
Fbxo42,38,11
Gm14362,0,0
n-R5s37,0,0
Lef1,5,20
Gm12525,0,3
Gm12783,0,0
Vmn2r83,0,0
Pou3f1,5,2
Nanos1,8,0
Gm5405,0,0
Rhox2b,0,0
Mir493,0,0
4930544G11Rik,0,0
Hemk1,22,6
Slc3a2,218,76
Prelp,10,11
Atrnl1,281,8
Gm6374,0,0
Snord98,0,0
Ms4a10,6,9
Iars2,74,33
Rcn2,47,20
Slc25a22,25,5
Fam177a,0,5
Fam129c,47,2
Ssh2,36,81
Gm15048,0,0
Gnptg,64,56
Rasgef1a,23,0
Igkv4-78,0,0
Rassf3,167,74
Nhlrc1,5,0
Gm15126,0,0
Bard1,11,0
1500002F19Rik,0,0
Gm14451,0,0
Pggt1b,44,5
Gm13455,0,0
Olfr220,0,0
C030010L15Rik,0,0
Ocel1,30,26
Olfr1083-ps,0,0
Stx1b,117,5
Gm15279,0,0
Olfr320,0,0
Clic6,6,50
Psg18,8,0
Gm8868,0,0
Gm5900,2,3
Gm11949,0,0
Gm3252,1,0
Gm3892,0,0
Igkv4-73,0,0
Gm11478,18,337
Gm14876,0,0
Gm1667,2,0
Fbxl3,87,29
Prrg2,22,24
Acyp2,3,27
Cnnm3,21,34
Kremen1,83,24
Kir3dl2,0,0
Pdhx,23,23
Mup-ps18,0,0
Hoxb13,11,0
Gm4301,0,0
Vmn1r-ps83,0,0
Gm15287,0,0
Muc20,2,0
Zfp458,4,0
Itga5,22,0
Lat2,2,7
Gm6685,1,0
Apobec3,813,208
Gm4889,1,0
Mir718,0,0
Gm12693,1,6
Olfr1474,0,0
Cd3e,4,4
Vmn2r12,0,0
Gm12797,0,0
Gm4064,0,0
Ctnna1,392,248
Zbtb39,25,10
Vmn2r94,0,0
Gm14364,0,0
Tex12,0,0
Plbd2,115,35
Gm10024,0,0
Gm15328,1,0
Grik5,25,3
Vmn1r61,0,0
Icos,5,0
Hmgn3,65,179
Gm14950,0,0
Gm16835,0,0
Atg16l2,17,3
n-R5s109,0,0
Csrnp2,8,14
Ptprd,21,49
Ubox5,9,14
Cdh26,10,0
Gpr143,1,0
1700019A02Rik,0,0
Mir133b,0,0
Gm12142,0,0
Fgf17,3,0
Zfp39,4,2
Gm10129,0,0
Acad9,219,47
Tacstd2,115,20
A230072I06Rik,0,0
Ext1,19,15
Gm11644,0,0
Gp1ba,5,3
Kif21a,162,34
Rpl38,134,830
1810019D21Rik,19,35
Gm14359,0,0
Acacb,361,0
Fam3c,10,15
Ddx46,100,128
Kirrel3,8,77
Tm4sf20,10,5
Gm8036,0,0
Gm5464,0,0
Gm6270,0,0
Veph1,2,0
Sh3bp5l,39,34
Gm13039,0,6
C2cd2l,35,84
Prokr2,184,4
Myocd,3,0
Rpl36al,4,252
Tsg101,47,183
Cnnm1,10,0
Shroom1,5,0
Kctd18,16,2
Batf3,13,0
Zdhhc13,49,23
Gm17072,0,0
Apom,0,1
Doc2a,1,0
4732471J01Rik,1,0
Nkrf,8,4
Pafah1b1,197,137
Ppm1l,37,41
Defb18,0,0
Vmn1r120,0,0
Olfr191,0,0
Gm12535,0,0
Mir546,0,0
1700030C12Rik,0,0
Sumo1,30,121
Gm12640,0,0
Mir98,0,0
E130111B04Rik,0,0
Ces1g,13,0
Gm11218,5,0
Acly,224,116
Mme,7,2
Dcp1b,18,51
Ubqln3,0,0
Arhgap24,9,6
BC048644,1,0
Olfr1396,1,0
Lamc3,13,0
Prss27,3,0
Bbs9,23,14
Olfr20,0,0
Tmem219,17,63
Fkbp3,20,111
Mysm1,41,38
Gm13831,0,0
Emid1,4,4
Zmat4,9,8
Mir434,0,0
Gm7129,0,2
Olfr1214,0,0
Muc1,179,38
Tyms,20,17
